load,windall,windallsigma,windnorth,windnorthsigma,windsouth,windsouthsigma
25059,2903,1985,2439,2112,464,127
24114,2893,2865,2323,2985,570,120
23669,2564,3487,1992,3620,572,133
23681,1789,1356,1384,1422,405,66
24233,1829,900,1489,925,340,25
26392,2459,1725,1953,1760,506,35
30279,2460,1843,1883,1937,577,94
31866,2564,2382,2024,2447,540,65
31459,2358,2495,1986,2514,372,19
31693,1681,1275,1514,1276,167,1
32144,1187,501,1029,499,158,2
32321,1198,514,1010,513,188,1
32474,1152,546,991,545,161,1
32767,926,383,824,382,102,1
33051,647,121,555,120,92,1
33256,748,183,619,182,129,1
33342,687,203,530,193,157,10
33222,602,178,362,145,240,33
34733,929,499,439,416,490,83
34894,1228,803,562,798,666,233
34020,1926,1460,1189,1787,737,327
32446,1930,1223,1312,1514,618,291
29909,2317,1913,1751,2203,566,290
27273,2631,2299,2199,2490,432,191
25419,2739,2282,2417,2338,322,56
24478,2979,2585,2748,2638,231,53
24090,3448,3445,3238,3496,210,51
24109,3203,2772,2999,2798,204,26
24791,3349,2778,3123,2803,226,25
27100,3593,3070,3267,3096,326,26
31208,2787,1470,2497,1524,290,54
32701,3001,1752,2623,1820,378,68
32283,2376,929,2064,976,312,47
32605,2413,1027,2063,1071,350,44
32980,2375,888,1995,959,380,71
32887,2694,851,2197,953,497,130
32645,4117,2017,3317,2306,800,289
32803,4603,2380,3716,2742,887,362
32674,4913,2528,3892,2977,1021,449
32631,5448,3317,4323,3824,1125,507
32988,5718,3828,4425,4267,1293,439
33337,5873,3935,4578,4486,1295,551
34695,6346,4952,5162,5526,1184,574
34571,6791,5677,5487,6256,1304,579
33923,7243,6386,5607,6961,1636,575
32440,7386,6625,5754,7262,1632,637
30048,7266,6073,5740,6609,1526,536
27514,7374,6190,5779,6698,1595,508
25755,7680,6685,6036,7276,1644,591
24769,7469,6294,5813,6863,1656,569
24252,7517,6537,5884,7110,1633,573
24461,7156,6093,5749,6590,1407,497
24966,6828,5797,5659,6231,1169,434
26553,6318,5636,5295,6023,1023,387
29956,6011,5934,5086,6357,925,423
31689,5268,5532,4408,5769,860,237
31354,4567,3842,3664,4142,903,300
31986,4383,3364,3439,3707,944,343
32718,4093,2278,3073,2570,1020,292
33164,4295,2480,3155,3030,1140,550
33264,4445,3240,3263,3942,1182,702
33372,4003,2486,2822,3175,1181,689
33205,3976,2548,2763,3367,1213,819
32949,3762,2124,2424,2887,1338,763
32821,3437,1432,2065,2189,1372,757
32784,3287,989,2111,1745,1176,756
34051,4066,1809,2973,2590,1093,781
33769,4451,1620,3446,2190,1005,570
33186,6003,3573,4657,4338,1346,765
31951,6532,4586,4993,5328,1539,742
30414,6103,3977,4666,4603,1437,626
28109,5764,3802,4367,4354,1397,552
26274,5697,3761,4291,4176,1406,415
25164,5941,4238,4608,4660,1333,422
24862,5825,4591,4654,4945,1171,354
24450,5381,4335,4297,4536,1084,201
24487,5059,4036,4071,4108,988,72
25160,4866,3888,3989,3933,877,45
26376,4795,4124,4004,4130,791,6
27892,4702,3786,3932,3868,770,82
29618,4750,4007,4023,4042,727,35
31036,4908,3690,4029,3809,879,119
31476,4970,3418,3952,3680,1018,262
31353,4825,3837,3715,4182,1110,345
30681,4256,2705,3084,2973,1172,268
30010,4301,2305,2986,2722,1315,417
29366,4421,2143,3172,2811,1249,668
28982,4271,2046,3201,2569,1070,523
29059,4245,2268,3203,2695,1042,427
29975,4051,1924,3114,2418,937,494
32212,4188,2040,3194,2540,994,500
32601,4535,2328,3566,2844,969,516
32373,4853,3022,3725,3595,1128,573
31801,4723,2849,3455,3403,1268,554
30678,4923,2716,3636,3421,1287,705
29250,4838,2813,3505,3421,1333,608
28124,4828,2632,3386,3284,1442,652
27475,4899,2328,3471,3076,1428,748
27040,4745,2206,3307,2898,1438,692
27014,4565,2101,3422,2839,1143,738
27278,4547,2415,3401,3099,1146,684
28217,4432,2490,3196,3087,1236,597
29525,4229,2164,2849,2699,1380,535
31042,3946,1703,2652,2351,1294,648
32923,3643,1432,2446,2076,1197,644
34379,3601,1387,2395,1881,1206,494
34917,3759,1595,2598,2061,1161,466
34830,3812,1818,2549,2278,1263,460
34568,3398,1378,2197,1714,1201,336
34009,3206,1379,1948,1765,1258,386
33454,2726,1098,1621,1405,1105,307
33040,2294,979,1351,1200,943,221
32906,1805,832,1118,819,687,187
33320,1437,775,839,621,598,154
35130,1086,470,621,348,465,122
35776,986,357,631,248,355,109
35670,911,259,612,194,299,65
35818,1298,772,946,617,352,155
34250,1271,772,870,673,401,99
32167,1267,822,818,648,449,174
30704,1065,605,567,399,498,206
30162,1004,614,337,392,667,222
30020,826,429,197,280,629,149
30346,666,268,143,136,523,132
31537,588,312,210,189,378,123
34436,524,329,268,234,256,95
39012,440,130,191,83,249,47
40516,462,142,144,110,318,32
39460,355,74,107,47,248,27
38477,275,42,134,7,141,35
37317,314,35,223,16,91,19
35953,331,40,248,36,83,4
34674,359,36,280,35,79,1
33711,279,17,235,16,44,1
32819,388,53,320,52,68,1
32341,459,79,379,78,80,1
32585,475,79,427,78,48,1
33905,527,98,491,97,36,1
36589,910,259,873,258,37,1
37024,1492,709,1455,695,37,14
36613,2100,1343,2055,1352,45,9
35223,2662,2038,2545,2081,117,43
32813,3102,2599,2892,2655,210,56
30203,3221,2599,2977,2682,244,83
28723,3105,2154,2784,2201,321,47
28005,3292,2535,2893,2580,399,45
27719,3269,3709,2867,3725,402,16
27848,2453,2216,2255,2222,198,6
28752,2041,1424,1855,1433,186,9
31454,1903,1777,1654,1778,249,1
35817,1247,1290,1067,1291,180,1
37092,826,1096,655,1097,171,1
35849,433,334,337,335,96,1
35324,356,154,292,153,64,1
34719,440,143,406,142,34,1
33714,793,278,721,277,72,1
32620,1139,398,1011,397,128,1
32038,1681,788,1548,771,133,17
31485,1919,776,1699,775,220,1
31211,2709,1569,2354,1570,355,1
31581,3286,2264,2809,2265,477,1
32464,3540,2438,3039,2462,501,24
34748,4158,3259,3542,3272,616,13
35248,4377,3135,3766,3141,611,6
35182,5098,4171,4352,4186,746,15
33940,5240,4409,4477,4435,763,26
31778,4871,3755,4115,3871,756,116
29622,4366,2820,3678,2958,688,138
28137,4110,2492,3457,2645,653,153
27618,4044,2815,3415,2987,629,172
27590,3680,2791,3124,2882,556,91
27889,3243,2382,2607,2517,636,135
29105,3043,2247,2536,2485,507,238
32122,2825,1777,2297,1956,528,179
36630,2782,1895,2161,2262,621,367
38019,2045,1002,1487,1294,558,292
37219,1515,830,819,646,696,314
37303,1144,704,256,314,888,458
37034,786,487,44,38,742,525
36298,616,443,14,11,602,454
35466,448,203,8,2,440,205
34841,493,283,16,1,477,284
34198,458,305,33,1,425,306
33897,375,187,43,1,332,186
33971,351,148,69,1,282,147
35014,380,184,134,14,246,170
37670,397,119,259,32,138,87
38363,591,131,501,81,90,50
38176,854,232,757,166,97,66
36979,1156,431,1019,335,137,96
34603,1633,862,1381,748,252,130
32364,2191,943,1870,1099,321,156
30947,2364,982,2026,1069,338,87
30541,2899,1350,2394,1443,505,93
30584,3425,1876,2729,1967,696,91
31026,3673,2162,2891,2295,782,133
32257,3489,2149,2804,2277,685,128
35325,3228,1892,2676,1992,552,100
39899,2934,1409,2402,1507,532,98
41065,3260,1827,2752,1914,508,87
39424,3105,1792,2628,1807,477,15
38197,3422,2413,2906,2414,516,1
37139,3014,1512,2570,1516,444,4
35740,3385,1996,2783,2002,602,6
34423,3912,3021,3181,3053,731,32
33466,3714,3846,3007,3847,707,1
32702,3066,2376,2424,2396,642,20
32406,2771,1860,2016,1885,755,25
32685,2622,2210,2058,2332,564,122
33917,1740,941,1413,978,327,37
36367,1541,717,1273,715,268,2
36646,2002,1032,1723,1034,279,2
36268,1938,639,1770,638,168,1
34835,2540,1016,2223,1017,317,1
32460,3600,2469,3234,2474,366,5
29936,3420,2133,3073,2139,347,6
28259,3662,3000,3268,3001,394,1
27459,3103,4019,2684,4028,419,9
27181,2077,3525,1725,3535,352,10
27275,1898,1170,1560,1171,338,1
28064,2452,2128,2083,2129,369,1
30504,2668,2645,2335,2646,333,1
34592,2393,2149,1905,2150,488,1
36223,2024,1057,1538,1070,486,13
35796,1986,994,1540,1051,446,57
35825,1966,1431,1539,1487,427,56
35459,1593,843,1207,819,386,24
34552,1591,913,1178,925,413,12
33590,1722,833,1246,774,476,59
32934,1949,800,1467,695,482,105
32140,2207,922,1669,1012,538,90
31548,2131,1026,1618,1159,513,133
31859,1699,764,1348,826,351,96
31888,1444,643,1130,585,314,58
34179,1970,1430,1604,1487,366,57
35010,1979,1098,1586,1114,393,16
35129,2583,1656,2110,1762,473,106
34932,2651,1468,2229,1560,422,92
34036,3153,2059,2765,2203,388,144
32867,3294,2398,2941,2537,353,139
31859,3232,2451,3016,2569,216,118
31593,3144,2027,2855,2143,289,116
31706,3521,2975,3279,3078,242,103
32143,3488,2429,3013,2562,475,133
33101,3803,2285,3197,2482,606,197
34807,4316,2481,3516,2749,800,268
37276,4714,2900,3775,3175,939,275
39402,5160,3338,4091,3595,1069,257
40756,5500,3504,4365,3876,1135,372
41021,5495,3272,4399,3688,1096,416
39901,5015,2662,4067,3072,948,410
38397,4277,2032,3504,2435,773,403
36623,3611,1539,3015,1931,596,392
34897,3116,1191,2577,1558,539,367
33573,2700,934,2207,1094,493,328
32891,2762,935,2247,1212,515,336
33167,2609,931,2114,986,495,298
35017,2777,930,2241,1173,536,292
38542,3364,1572,2879,2000,485,428
40017,3608,2105,3198,2601,410,496
40386,3737,2156,3188,2672,549,516
40018,3665,2521,2874,3230,791,709
38964,3334,1979,2498,2750,836,771
37688,3097,1344,2526,2080,571,736
36672,2928,1266,2311,1769,617,503
36078,2818,952,2078,1447,740,495
35874,2698,916,1884,1381,814,603
36104,2447,900,1552,1134,895,607
36597,2047,855,1190,611,857,614
37677,1930,808,1202,543,728,667
39299,1856,794,1215,647,641,535
40482,1932,810,1299,644,633,586
41507,1845,791,1208,521,637,465
41763,2111,859,1399,728,712,471
41019,2176,896,1360,706,816,426
39764,2372,908,1316,967,1056,509
38692,2844,933,1500,1539,1344,996
38074,2556,925,1332,1089,1224,923
37586,2866,933,1460,1701,1406,1307
37437,2692,929,1311,1425,1381,1206
37926,2792,926,1374,1719,1418,1244
39332,2914,929,1398,2067,1516,1176
41510,2576,921,1329,1344,1247,957
42126,2915,931,1627,2011,1288,1141
41689,3036,1715,1819,2953,1217,1238
40438,3308,3079,2002,4784,1306,1705
38211,3287,2834,2184,4346,1103,1512
35729,3738,4234,2305,5602,1433,1368
34052,3011,1849,2013,2545,998,696
33237,3431,2238,2440,2891,991,653
32988,3932,3090,2870,3858,1062,768
33173,3904,3586,2845,4415,1059,829
34266,4080,4339,3246,5078,834,739
36889,4311,4564,3626,5156,685,592
41122,4268,4271,3488,4771,780,500
42230,4562,4469,3824,4959,738,490
41318,4247,3022,3470,3361,777,339
41013,4650,4007,3812,4335,838,328
40649,4590,4622,3753,4787,837,165
39827,4358,3961,3646,4195,712,234
38688,4064,3493,3488,3608,576,115
37551,4437,3861,3858,3972,579,111
36255,4632,3953,4072,4037,560,84
35280,4657,4246,4260,4270,397,24
34755,3834,2907,3518,2919,316,12
35099,3068,2753,2787,2756,281,3
36894,2081,1916,1894,1917,187,1
37487,1609,1019,1505,1020,104,1
37207,1800,1445,1702,1446,98,1
36072,2272,2508,2156,2534,116,26
33702,2762,2956,2588,3037,174,81
31169,3075,2909,2800,3046,275,137
29501,3000,2587,2767,2701,233,114
28723,3069,2752,2825,2883,244,131
28518,3133,3581,2837,3660,296,79
28662,3337,3925,2919,4038,418,113
29580,3476,3796,3114,3921,362,125
32288,3526,3421,3106,3540,420,119
36782,3239,2720,2835,2772,404,52
37717,3223,2601,2775,2660,448,59
36395,2547,1664,2174,1668,373,4
35519,1995,1253,1682,1254,313,1
34809,1571,1140,1311,1141,260,1
33926,1280,769,1065,770,215,1
32889,921,298,619,277,302,21
32222,1105,362,662,285,443,77
31740,1668,865,1004,603,664,272
31501,1972,896,1220,830,752,407
31364,2033,902,1236,935,797,491
31599,1811,869,1169,605,642,521
33442,2114,889,1426,920,688,503
34096,2840,921,2053,1381,787,541
33658,4040,2339,2983,3026,1057,687
32415,4665,3564,3295,4330,1370,766
30167,4961,3849,3751,4656,1210,807
27806,4782,3189,3557,3895,1225,706
26129,5063,4237,3644,4946,1419,709
25257,4658,3810,3076,4544,1582,734
24736,4269,3767,2704,4517,1565,750
24697,3757,2897,2665,3529,1092,632
25306,3915,2614,3082,3008,833,394
27478,4747,3754,3784,4114,963,360
31693,4780,3575,3729,4043,1051,468
33009,4901,3961,4077,4587,824,626
32631,4461,2896,3795,3465,666,569
32836,5070,4063,4268,4561,802,498
33364,5341,3707,4577,4093,764,386
33562,5892,4459,5115,4762,777,303
33441,6457,5432,5688,5658,769,226
33448,6248,5207,5491,5305,757,98
33219,5748,4606,5082,4638,666,32
33037,5151,3995,4593,4011,558,16
32845,4117,2972,3671,2987,446,15
32618,2902,2055,2607,2081,295,26
34118,1989,1616,1777,1668,212,52
34640,1528,967,1377,1019,151,52
33957,1832,1339,1653,1368,179,29
32514,2375,1720,2009,1775,366,55
29980,3332,3179,2938,3298,394,119
27419,3635,2927,3200,3057,435,130
25809,3948,2766,3354,2895,594,129
25021,4602,3978,4045,4165,557,187
24779,4061,2925,3444,3102,617,177
25020,3884,2445,3100,2632,784,187
25827,3912,2455,3147,2687,765,232
28321,3706,2253,2974,2466,732,213
33028,3231,1990,2616,2113,615,123
34515,3161,1900,2516,2055,645,155
34185,2878,1709,2151,1816,727,107
34344,2436,1178,1858,1408,578,230
34465,1995,899,1442,944,553,165
34123,1910,1032,1117,1300,793,268
33506,1528,838,879,479,649,376
32910,1471,643,752,378,719,265
32351,1755,861,842,410,913,544
32035,1839,861,1014,613,825,522
32098,1578,628,896,328,682,300
32683,1891,855,1212,653,679,348
34959,2189,881,1548,1359,641,532
35648,1996,885,1283,951,713,228
35158,2188,896,1764,1139,424,430
33931,2337,1409,1904,1621,433,212
31350,2391,1611,1948,1851,443,240
28837,2445,1583,1962,1982,483,399
27245,1889,904,1505,1056,384,152
26454,1870,916,1484,1166,386,250
26036,1525,838,1267,824,258,111
26135,1461,875,1176,933,285,58
26826,1189,723,930,617,259,106
29105,1090,768,824,669,266,120
33164,810,368,552,272,258,96
34640,671,195,403,122,268,73
34217,577,209,209,99,368,110
34093,413,74,127,23,286,51
34175,351,32,78,8,273,24
33744,356,35,29,10,327,25
33118,395,141,6,16,389,125
32682,408,128,7,14,401,114
32237,612,453,24,36,588,457
31888,762,350,17,52,745,298
32021,691,431,18,30,673,461
32525,596,448,75,12,521,460
33737,571,381,148,2,423,383
33761,732,425,258,49,474,397
33113,754,286,345,43,409,243
32107,1004,591,475,206,529,385
30323,1068,525,476,218,592,307
28403,1092,468,525,231,567,237
26923,1099,410,540,175,559,235
26083,1635,849,951,527,684,424
25602,1625,850,960,660,665,413
25369,1778,850,1135,1237,643,743
25541,1554,802,1129,662,425,519
26305,1738,861,1318,858,420,336
27894,1648,746,1209,556,439,190
29287,2058,878,1459,825,599,381
30983,2369,873,1458,831,911,531
32439,2383,854,1397,864,986,755
33139,2598,882,1291,1071,1307,1101
33085,2344,863,1181,571,1163,937
32614,2792,917,1623,834,1169,926
32249,3388,920,1936,1607,1452,1104
32062,3647,921,2040,2006,1607,1201
32144,3558,920,1986,1959,1572,1206
32341,3474,919,1858,1951,1616,1193
32903,2887,912,1484,1147,1403,920
34368,2634,909,1270,998,1364,787
34777,2392,862,1156,740,1236,814
34271,2251,841,967,685,1284,814
33400,2142,800,861,737,1281,998
31773,1718,742,647,316,1071,902
30140,1513,675,397,212,1116,785
28906,1284,597,301,84,983,681
28181,1155,560,202,51,953,611
27909,1000,458,186,52,814,443
27848,945,437,280,77,665,502
28151,848,428,373,158,475,453
28944,760,436,550,307,210,310
30250,557,238,529,201,28,37
31223,663,334,654,333,9,1
32166,952,757,937,758,15,1
32451,779,381,742,380,37,1
31940,963,500,919,499,44,1
31034,1100,461,1033,460,67,1
30171,1421,698,1306,697,115,1
29183,1753,969,1579,970,174,1
28368,2231,1416,2061,1431,170,15
27911,2873,1953,2622,1979,251,26
27931,3503,2546,3122,2580,381,34
28656,4304,3878,3880,3942,424,64
31119,4300,3531,3919,3608,381,77
32596,5009,4116,4366,4207,643,91
32556,6098,5322,5189,5504,909,182
32121,6928,6625,5824,6878,1104,253
30721,7626,7696,6505,7992,1121,296
28885,7779,7991,6572,8364,1207,373
27778,7548,7604,6318,7982,1230,378
27306,7386,7232,6140,7625,1246,393
27186,7161,6884,5952,7146,1209,262
27463,6800,6059,5667,6323,1133,264
28389,6716,5804,5564,6102,1152,298
30656,6528,5445,5362,5711,1166,266
33953,6273,5120,5164,5465,1109,345
35017,5997,4977,4962,5221,1035,244
34825,5263,4022,4464,4231,799,209
34723,4464,2900,3764,3105,700,205
34716,4190,2315,3454,2510,736,195
34345,4278,2081,3358,2307,920,226
33746,5797,4498,4584,4737,1213,239
33130,6135,5203,4848,5435,1287,232
32494,6438,5892,5122,6139,1316,247
32117,6323,5569,5035,5815,1288,246
31982,6314,5574,5087,5786,1227,212
32169,6051,5327,4961,5497,1090,170
33973,5258,4608,4296,4755,962,147
34677,3751,2844,3094,2978,657,134
34003,2743,1472,2218,1639,525,167
32804,2282,1259,1766,1436,516,177
30578,2040,1213,1492,1484,548,271
28268,1705,1128,1097,1337,608,209
26884,1407,913,959,1159,448,246
26358,1075,701,739,622,336,153
26170,1435,1177,1113,1245,322,68
26539,1742,2230,1391,2263,351,33
27669,2128,2880,1841,2898,287,18
30554,2598,2861,2235,2868,363,7
35076,2615,2172,2344,2194,271,22
36134,2745,2160,2544,2187,201,27
34669,2066,1036,1890,1037,176,1
33626,1818,861,1609,862,209,1
33228,1512,416,1306,415,206,1
32806,2188,750,1903,753,285,3
32513,2737,1168,2380,1172,357,4
32521,2762,1089,2366,1101,396,12
32446,3010,1251,2537,1267,473,16
32456,3821,2005,3174,2055,647,50
32487,3774,1936,3096,2025,678,89
32079,3484,1754,2859,1887,625,133
33579,3697,1891,3060,2058,637,167
34529,3896,1753,3247,1951,649,198
34034,4680,2544,3842,2801,838,257
32477,5367,3567,4274,3830,1093,263
30053,5618,3862,4517,4162,1101,300
27490,5599,4105,4527,4425,1072,320
25787,5899,5242,4762,5450,1137,208
24933,5524,4431,4551,4567,973,136
24553,5447,4457,4636,4532,811,75
24487,5578,4897,4895,4936,683,39
25096,5626,5139,5042,5157,584,18
27453,5630,5000,5083,5013,547,13
31173,6066,5636,5479,5698,587,62
32202,6267,5987,5621,6066,646,79
31831,6138,6323,5624,6341,514,18
32030,5823,5674,5276,5688,547,14
32602,5391,4814,4668,4817,723,3
32915,5119,4171,4414,4178,705,7
33268,5394,4625,4590,4638,804,13
34086,5616,5093,4901,5098,715,5
34598,5647,5234,4938,5235,709,1
34983,5423,4704,4760,4705,663,1
35090,5064,4247,4418,4248,646,1
34300,4396,3755,3829,3775,567,20
35149,3709,2430,3167,2482,542,52
35726,4289,2731,3707,2882,582,151
34987,5613,4581,4646,4751,967,170
33384,6965,6643,5586,7009,1379,366
30891,7633,7800,6047,8332,1586,532
28181,7623,7768,6130,8290,1493,522
26288,8060,8976,6521,9552,1539,576
25233,7908,8623,6366,9109,1542,486
24711,8013,8862,6305,9240,1708,378
24626,8045,8903,6288,9288,1757,385
25212,8136,9065,6463,9521,1673,456
27336,8062,8991,6607,9391,1455,400
31174,8071,9224,6835,9648,1236,424
32322,7739,8739,6582,8968,1157,229
32025,7497,8704,6409,8770,1088,66
32360,7264,8354,6250,8372,1014,18
33108,6894,7535,5925,7559,969,24
33624,6197,5938,5308,5970,889,32
34132,6241,5830,5304,5974,937,144
34706,5909,5497,5184,5600,725,103
34777,5734,5485,5087,5557,647,72
34716,5074,4535,4573,4559,501,24
34473,4411,3209,3974,3238,437,29
34000,4237,2620,3633,2674,604,54
35102,6149,5673,5177,5764,972,91
35704,7003,7099,5850,7287,1153,188
34942,7526,7506,6108,7996,1418,490
33270,7726,7766,6225,8370,1501,604
30864,7567,7391,5991,7959,1576,568
28219,7461,6966,5820,7501,1641,535
26401,7356,7213,5864,7667,1492,454
25462,6741,6130,5472,6528,1269,398
24874,6541,5452,5263,5960,1278,508
24680,6043,4148,4879,4913,1164,765
25148,5956,3893,4548,4773,1408,880
27311,5640,3204,4033,4148,1607,944
31394,4909,2152,3361,3023,1548,871
32804,4415,1630,2968,2572,1447,942
32812,3556,909,2172,1791,1384,945
32996,3017,907,1688,1331,1329,1017
33311,2584,889,1226,980,1358,929
32875,2239,864,892,691,1347,927
32218,2409,872,868,927,1541,1326
31748,2135,850,834,598,1301,1232
31210,1918,840,693,320,1225,1019
30760,1668,768,609,194,1059,962
30620,1497,914,452,118,1045,1032
30691,1289,976,268,54,1021,1030
32364,1122,997,250,17,872,1014
33526,1007,539,219,37,788,576
33375,1169,525,326,115,843,623
32773,1525,613,594,371,931,799
31658,1825,715,949,660,876,831
30047,2269,814,1575,1230,694,773
28747,2096,892,1632,813,464,411
28156,2636,931,2086,1183,550,309
27897,3127,1201,2413,1439,714,238
27985,4374,2335,3474,2741,900,406
28619,4859,3079,4093,3489,766,410
29929,5026,3451,4221,3754,805,303
31962,5065,3776,4188,4148,877,372
